ID;FR;EN;ZH
CombatE1N2RJ1;"Vous rejoindre ? Qui ça ""vous"" ? Et vous êtes combien ? Parce que j'ai pas besoin de boulets, je me débrouille très bien tout seul.";"What? There is no ""us"". I work alone. I don't need you runts weighing me down.";什么？没有 我们 我独自行动 我不需要你们这些侏儒来拖累我
CombatE1N2RE1;Maintenant, on est plus que trois, moi, ma soeur et le maitre. Mais le maitre, il a dit, tant qu'on reste ensemble, on survivra !;It's just my Master, my sister and I. There were others but… anyway, If we stick together, we will survive. I know this. The Master has spoken it.;只有我师父、我妹妹和我 还有其他人，但... 总之，只要我们团结一致，就能活下去 这我知道 主人已经说过了
CombatE1N2RJ2;"En regardant ton ""maitre"", je ne vois ni un homme, ni un protecteur. Alors bonne chance, gamine. Maintenant hors de mon chemin !";Your Master is neither man nor protector. Run along runt, I have nothing else to say to you. Scram.;你的主人既不是人 也不是保护者 走吧，矮子，我没话跟你说了 滚开
CombatE1N2F1;Ho ! Je vais le dire au maître ! Il va pas être content ! Maiiitre ! ;That's it, Big Knife Man, I'll tell Master, and he won't be happy! Masteeeeeeeeer!;大刀客，你这样会惹师父生气的
CombatE1N2RJ3;Je ne suis pas là pour survivre petite, mais pour avancer. Tu ne peux pas me suivre, même avec la meilleure volonté du monde. Retourne auprès de ta soeur.;I'm no tourist or villager. I don't intend to settle here. I go where you cannot follow. Return to your sister.;我不是游客或村民 我不打算在这里定居。我去你跟不上的地方 回到你姐姐身边
CombatE1N2F2;Maître maître ! Il m'a poussé ! Punissez-le !;Master, he pushed me! Punish him!;师父，他推我 罚他
CombatE1N2RJ4;"Comment ça ""les autres "" ? Pour moi, vous êtes tous ""les autres"". Vous m'inspirez aucune confiance.";Others? You could join them in whatever twisted afterlife they've found themselves in, I couldn't care less.;其他人呢？你可以跟他们一起去死 我才不管呢
CombatE1N2RE2;Au début le maitre il me faisait peur aussi, mais depuis qu'on est ensemble, on est une grande famille ! On peut t'adopter aussi !;The Master can seem scary at first but you just have to let him welcome you. Become a part of our family, Big Knife Man.;主人一开始看起来很可怕，但你必须让他欢迎你。成为我们大家庭的一员吧 大刀客
CombatE1N2RJ5;J'ai déjà une famille où se trouve ma place. Tout ce que tu fais, c'est m'empêcher d'aller la retrouver.;I have a family waiting for me, and every second I waste on you keeps me from them.;我有家人在等我 我在你身上浪费的每一秒 都会让我远离他们
CombatE1N2RJ6;S'il est ton maître, vous n'êtes pas une famille, juste des esclaves. Arrête de rêver petite. ;What family has a master? You are nothing but slaves. ;哪个家庭会有主人？你们不过是奴隶
CombatE1N2F3;T'es comme les autres, tu veux pas venir avec nous ... T'es plus le bienvenu ! ;Big Knife Man, you are evil like the rest. You cannot be a part of our family.;大刀客，你和其他人一样邪恶 你不能成为我们家的一员
CombatE1N2F4;Tu dis n'importe quoi ! Le maître m'aime pour de vrai ! Je te laisserai pas dire ça de lui !;Master loves us. Master loves us truly. You are bad Big Knife Man, you are very bad indeed.;主人爱我们 主人真心爱我们 你很坏 大刀客 你真的很坏
CombatE1N2RJ7;Si tu veux vraiment survivre, tu peux venir avec moi, mais essaye de pas me gêner. Par contre, hors de question que le démon derrière toi vienne aussi.;If you brats want to survive, you can follow me. That sickening demon of shadow and bone can keep its distance before I slay it.;如果你们这些小鬼想活命，可以跟着我。在我杀死那个令人作呕的骨影恶魔之前，你们最好离它远点。
CombatE1N2RE3;Mais c'est pas un démon, c'est le maître ! Le maître est gentil avec nous. Le maître il sait ce qu'il nous faut.;Demon? That is our Master. Master is Good. Master is True. Master knows what we need.;恶魔？那是我们的主人 主人是善的 主人是真 主人知道我们需要什么
CombatE1N2RJ8;Je vois que tu possèdes déjà son esprit, démon. Mais ce sera le dernier enfant sur lequel tu auras apposé ta marque !;These are no children. They are mere shells that you speak through. Wretched devil, how many more kids will you consume before you are stopped!;他们不是孩子 他们只是你借以说话的躯壳 可恶的魔鬼 你还要吃掉多少孩子 才能阻止你？
CombatE1N2RJ9;Écarte-toi, gamine ! Toi qui souhaites tant survivre, je te conseille de pas interférer.;Stay back brat. If you want to survive, you'll keep out of this.;退后，臭小子 如果你想活命 就别管这事
CombatE1N2F5;Non ! Arrêtez ça ! Ne vous en prenez pas au maître ! Je dois protéger le mai... Aïe !;No! Master is Good. I will protect Master. Master is True. I will protect Master. ;不 师父是好人 我会保护师父 师父是真 我会保护师父
CombatE1N2F6;Comment oses-tu donner des ordres à mes larbins !? Tu aurais mieux fait d'accepter ma proposition initiale, étranger !;Tch Tch Tch, you could have been a part of our loving family, traveller. Now my children will play with your corpse.;啧啧啧 你本可以成为我们温馨大家庭的一员 旅行者 现在我的孩子们要和你的尸体玩耍了
CombatE1C1I;J'avoue que j'ai été un peu dur avec toi, si on veut vraiment parler de déceptions de la famille, en voilà une belle !;And here I thought you were a blight on our family name but look here! It's your son, who has far surpassed you in that regard. What a disappointment.;我还以为你是我们家族的污点 但看看这里 是你的儿子，他在这方面远远超过了你。真让人失望
CombatE1C1RJ1;Encore une voix que je me serrais bien passé d'entendre à nouveau. Tu aurais dû rester mort, vieillard.;Hearing your voice again is one more time than I needed. You should have stayed dead, you old prune.;再次听到你的声音已经超出了我的需要 你应该死了才对 你这个老顽固
CombatE1C1RE1;Je t'interdis de manquer de respect à ton grand-père ! C'est l'un des hommes sans qui notre nom ne vaudrait rien, modère tes paroles !; Stay your tongue whelp! That is your grandfather. You are nothing without his name.;少废话 那是你爷爷 没有他的名字，你什么都不是
CombatE1C1RJ2;HA ! Certes il a mérité le respect, mais parce que tout le monde le craignait, jusqu'à sa propre famille. ;His name? I can do without that cursed name. It is nothing but a rag soaked in fear pretending to be a shawl.;他的名字？我可以不要那个被诅咒的名字 它只不过是一块被恐惧浸透的破布 假装是披肩而已
CombatE1C1RJ3;Tu me fais de la peine. Même après  tout ce temps, tu continues de baiser les pieds de ton bourreau. ;I pity you, father. Even now, centuries later, you run to him like a puppy and lick his sordid feet.;我可怜你的父亲 即使在几百年后的今天，你还像小狗一样跑到他身边，舔他肮脏的脚。
CombatE1C1F1;Tu sembles avoir oublié les raisons que tu avais de me craindre. Je vais te rafraichir la mémoire, petit impertinent.;You forget yourself. Perhaps I need to drown you in the very fear you dismiss so casually.;你忘了自己 也许我需要把你淹没在 你随随便便就能忽视的恐惧中
CombatE1C1F2; Tu fais preuve de bien trop d'insolence en t'adressant à ton père. Je vais devoir te remettre à la place qui est la tienne.;You dare talk to your father like that? I must remind you of what happens to insolent curs who can't heel.;你竟敢这样跟你父亲说话？我得提醒你，傲慢无礼又不听话的人 会有什么下场。
CombatE1C1RJ4;Une déception ? J'aimerais bien savoir qui à tes yeux n'en est pas une, toi qui as tout vu, tout fait, le grand conquérant ! Qui peut satisfaire tes ambitions ?;A disappointment? Oh great conqueror you are. You made your enemies tremble when you were alive, and now they spit on your grave. You built a kingdom on fear and nothing else.;失望吗？你是伟大的征服者 你活着的时候让你的敌人胆战心惊 现在他们却唾弃你的坟墓 你把王国建立在恐惧之上，别无其他。
CombatE1C1RE2;J'espérais que ta descendance relèverait le niveau, mais tu n'as même pas été capable d'avoir un héritier. Encore une belle façon de t'illustrer.;And whose fault is that? You were supposed to be the greatest of all but here you are, weak and spineless. You couldn't even birth an heir. You aren't worthy of my legacy. ;这是谁的错？你本该是最伟大的人 但你现在却软弱无能 你甚至生不出一个继承人 你不配继承我的遗产
CombatE1C1RJ5;A t'entendre on dirait que ma fille n'a même pas existé. Tu n'as jamais daigné retenir son prénom. Elle n'aurait jamais pu accéder au trône, mais cela n'a jamais changé ma fierté pour elle. ;She could have never succeeded me on the throne, but her worth in my eyes and pride in my heart never declined. On the contrary to you, who never even deigned to remember her name or recognise her existence.;我生的女儿比你强多了 她肯定比我值钱多了 她也许是我们这个被诅咒的姓氏中 第一个让我感到骄傲的人
CombatE1C1RJ6;Même ça tu voulais le contrôler ? Mon destin était-il écrit avant même que je sois né ? Aucune de mes actions ne m'appartient, c'est ça ?;I was supposed to be the greatest? Was my fate written before I was born? Even that did you try to control? Were any of my actions and choices my own?;我本该是最伟大的？我的命运在我出生之前就已经注定了吗？就连这也是你想控制的吗？我的任何行为和选择都是我自己的吗？
CombatE1C1F3;Tu es fier d'elle ? Attends de voir ce qu'elle est devenue, tu vas vite ravaler ta fierté. Mais avant ça, ce que tu vas avaler, c'est tes dents !;You're proud of her? You're in for a surprise then. You're even more far gone than I thought, and you need to be retrained. When I am done with you, you'll swallow your teeth alongside your distasteful stubbornness.;你以此为荣？那你就大吃一惊了 你比我想象的还要堕落 你需要重新接受训练
